User Number,Title,Author_Name,App_Version,Rating,Review,Date
372,Such a looser App,CJ2704,4.8.18,1,"I use iphone 6 and Samsung's 2017 model cell phones. For both cells this app works like a pain. It is damn slow and freezes your phone that incoming call from background doesn't even appear. Moreover its notifications is irrelevantly appears like shows confirm bookings while cabs aren't booked. Worst app among all categories, not just for taxi services but throughout categories.",8/5/2017 0:00
373,Pathetic I just hate it,Neerja kesharwani,4.8.18,1,Trying to book cab but it doesn?t work. The drivers cancel the rides themselves and then switch off their mobiles. No proper customer care number is provided. Thank you for giving so many reasons to uninstall the app,8/6/2017 0:00
374,Pickup,adlinsanth,4.8.18,5,Good,8/7/2017 0:00
375,Worst ever.,apurvag90,4.8.18,1,"The one star I have given, is not for the app, but for the way OLA does business. Unreasonable and Exorbitant rates, bad driver experiences, zero customer touchpoints. I use this service once in a blue moon as Uber always offers seamless experiences almost always. I hope OLA changes soon.",8/8/2017 0:00
376,Always no cabs,kotak user,4.8.18,1,"In the emergency situation also I get no cabs found.
Worst services, sometimes driver cancels the trip. 
1st fix this issue ASAP
And customer care is such a worst, it will not connect only. If the service is worst then Why you run yo business??? 
Coupons and promo code keep apart, 1st provide the best services.

- respond to this 1st and fix ASAP",8/9/2017 0:00
377,Very well behaved driver,gyan378,4.8.18,5,"Driver was really polite , humble , felt like family member",8/10/2017 0:00
378,Driver cancel,akash@17,4.8.18,1,The Ola now charged the unwanted charges whenever they want I am not cancel any ride driver denay the ride but they charged me 50 rupees I think this will happen but yesterday I book the ride again from bhopal airport to raja bhej arcade driver say to me if you pay some extra the. I will come I say say no the. He cancel the ride and again Ola charge me the fees and when I try to contact support they not even reply my question very poor service,8/11/2017 0:00
379,Very good,Donny Xa,4.8.18,4,"It?s an excellent experience using Ola cabs 
& Very convenient",8/12/2017 0:00
380,Charge extra in Ola,Sumit Pareekk,4.8.18,1,"Uber is much cheaper than ola.
In uber what it?s shows they charge exact same.

But in ola they always charges extra, whatever it?s shows. 

Not recommended",8/13/2017 0:00
381,Services Improved,govamgr,4.8.18,5,Drivers earlier used to cancel almost every trip after they call and came to know destination. I stopped using oka services for almost a year. After one year I booked and in 2 minutes driver arrived. Thanks Ola,8/14/2017 0:00
382,Bad riding experience,mehtab03523,4.8.18,1,Driver calls and ask for the destination and cancel the ride at 1:40 am,8/15/2017 0:00
383,Service,Raveendrahd1982,4.8.18,1,Why there is no Kannada songs in prime play?? That too in Karnataka. What non sense is this?? If you can't provide the service please close up,8/16/2017 0:00
384,Fraud promotion with komparify,rajdhani vouchers may blr,4.8.18,1,Ola is cheating customers via fraud promotion offer. No one to respond to customer mails asking for support. Zero credibility.,8/17/2017 0:00
385,Pathetic Support,Siddiquifaheem,4.8.18,1,It?s been around two months now and Ola Support is not able to resolve my request. They need to refund me around 1000 rupees but nobody seems be serious in the entire support even took matter to social media but they are also same as other support team.,8/18/2017 0:00
386,Cheating by Ola,AKMagapatra,4.8.18,1,"Out of my several complaints lodged earlier with Ola , Ola offered to compensate me with Rs 520.00 as credit to my a/c which Ola never did
inspite of several reminders to them.
Ola is trying to hide and does not respond to any number of reminders.
This is how Ola is famous for cheating.",8/19/2017 0:00
387,Good app but very unreliable,Anonymous 2342,4.8.18,2,"Pros: easy to use interface 
Cons: almost never get a taxi on time (if at all)",8/20/2017 0:00
388,Service not available at barwala near derabassi,sandyverma,4.8.18,2,Service is not available at barwala,8/21/2017 0:00
389,Value for money,mr:dev,4.8.18,5,It was a great experience <U+0001F44D><U+0001F3FB>,8/22/2017 0:00
390,Higher charges than estimated and too many cancellations,TajHoda,4.8.18,2,"On 21 June, I booked Magnum Towers, 16, 2n Cross Road, Andheri W to Tops Security Ltd in Arrey Milk Colony, Royal Palms, Goregaon E, but driver took me to a different location and then called up your customer care, who acknowledged that there may be technical error in navigation. So, Driver wasted my precious time of over 1.5 hours for a journey of 30 mins and I was charged Rs. 375/ instead of Rs. 185/ estimated fare. I have registered complaints to Customer care with Pooja to refund my excess amount of Rs. 190/ in my Ola account as I have bought Rides by paying 299/. Secondly, too many of your Drivers cancel bookings without informing customers resulting in wasting over 30 to 45 minutes! Kindly look into above failing which you would lose many customers like me who use Ola on a daily basis! Thanks",8/23/2017 0:00
391,Overcharged by driver.,albezzi,4.8.18,1,"Y?day I travelled from home- Casa paradiso , Sanathnagar to Omega hospital , MLA colony, Jubilee Hills . When I booked cab the charges r Rs 108 & there is no waiting. After getting down at hospital he told due to traffic , charges r more . I gave Rs 200 and he gave change of Rs 30/. In the hurry I didn?t check  the mobile n believed him. Afterwards I realised that he cheated me. I request u to blacklist the driver and credit the excess amount of Rs 54 in my account. 
Thank u
Annapurna",8/24/2017 0:00
392,Incorrect charges,Krupesh Bhat,4.8.18,1,Ola is charging me when driver has cancelled the booking! So unfair and unethical !!!,8/25/2017 0:00
393,Outstation Should be improve,Vivek Ranjan,4.8.18,2,Need more frequent out station ride,8/26/2017 0:00
394,IPAD,jackconter,4.8.18,2,"Jus make an iPad Application already, really annoying when you come from a trip and all you have is your iPad with you that still has some juice, get it done man!",8/27/2017 0:00
395,They stole my money 500RS,pyarapapi,4.8.18,1,"Just because I had a due of rs67
They requested me to pay the whole amount rs567 again 
GREAT CUSTOMER SUPPORT 
#UBERFORLIFE",8/28/2017 0:00
396,Good,Brigit Joseph Perumalil,4.8.18,4,It will be good if u provide more vehicles during the peak time to avoid chaos.,8/29/2017 0:00
397,Not happy,Funtastic Fahad,4.8.18,3,App latency,8/30/2017 0:00
398,Permanent unavailability of cabs,arnavghatak,4.8.18,1,I think the title says it all,8/31/2017 0:00
399,Cabs unavailable,Horizon42,4.8.18,1,There are no cabs available around 90% of the time. Service not at all helpful,9/1/2017 0:00
400,Bad service,abcgersd,4.8.18,1,Cabs never comes on time... drivers are clueless about how to reach certain location and fares are so high specially in west delhi..,9/5/2017 0:00
401,"Worst app, worst service",D_joshi,4.8.18,1,App never works properly. Drivers are mannerless. After paying high amount we have to ask them can u come to so n so place and they reply no. And they never cancel the booking also. Everything I have to done as customers. Hugh disappointment. This App never understand customer is the king.,9/6/2017 0:00
402,Worst ever support,Deepaktlives,4.8.18,1,Worst ever support from OLA. Our queries may not be answered.,9/7/2017 0:00
403,Review,"A K Thakur, Panipat",4.8.18,5,Ola great assistances in transport to places you need.,9/9/2017 0:00
404,Not good,sonu 31,4.8.18,5,I am not happy because driver is not good .He is not on AC his car is not good..,9/10/2017 0:00
405,Worst app in the world,yash99bond,4.8.18,1,Its a very bad app it is of no use and it is more than worse......the most underrated app......it is very unsafe and has a very bad quality of drivers......bekaaar aur ekdum ghatiya app ola....<U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F44E><U+0001F44E><U+0001F44E><U+0001F44E><U+0001F44E><U+0001F44E><U+0001F44E><U+0001F44E><U+0001F44E><U+0001F44E>,9/11/2017 0:00
406,Compulsion of postpaid used is bad,Sangram Sawant,4.8.18,1,Why do you force customer to use their  postpaid balance for every ride ? It?s ridiculous,9/12/2017 0:00
407,Over payment not resolved,gdimple6789,4.8.17,1,"I had erroneously paid the amount if 270 to my ola driver when the app had card payment selected. While the issue was easily resolvable by Ola, urge team said they don?t handle extra cash paid to drivers",9/13/2017 0:00
408,Worst experience. Worst app. Dont download and use.,a vaulable customer,4.8.17,1,They are actually robbing customers. They tell their drivers to demand cash even when the payment is to be done online. When ask for redressal the company executives raise their voice over the customer and warn them in the name of legal charges.,9/14/2017 0:00
409,High fares,unfare ola,4.8.17,4,Ola has high fares compare to Uber.,9/15/2017 0:00
410,My comments,Mayur Baxi,4.8.17,5,"A very good, pleasant, well behaved driver, was a pleasure driving with him, these are the kind of OLA drivers, that OLA should recruit.",9/16/2017 0:00
411,Worst experience for out station cab,nileshkumar_1993,4.8.17,1,"Ola sent driver without cash, so I had to pay every toll and patrol. After that diver was asking for night charges which was already included in bill.",9/17/2017 0:00
412,Cancellation,/:1/:<U+0001F914>,4.8.17,1,"Hi there,

Kindly check my travel history how many times your drivers have cancel the ride , once in one day for 1 ride 3 drivers cancel that?s why I have stop using OLA n moved to UBER",9/18/2017 0:00
413,Drivers cancel rides,ola hyderabadad users,4.8.17,1,Why your drivers first pick and then cancel the rides,9/19/2017 0:00
414,This app is getting worst day by day<U+274C><U+274C><U+274C>,bohffhm,4.8.17,1,I used to be the regular customer of ola cabs on my way to college but now it is just getting worst than normal taxi like for real whenever I book any car either micro mini or a sedan it shows no ride available or if it is available it is always 30 mins away. We just can?t reach anywhere without being LATE. Time to leave this stupid and no value for customer app anyways it always charged double the normal taxi sometimes triple<U+2757><U+FE0F><U+2757><U+FE0F><U+2757><U+FE0F>,9/20/2017 0:00
415,Worst of the worst,ggsomu08,4.8.17,1,Your service is the worst I?ve seen. You guys don?t deserve to be at no.1,9/21/2017 0:00
416,What?s the drop location,lucky1729462,4.8.17,3,"Once you book Ola, there is no guarantee that you will be able to avail the service. The critical part is when the driver calls and asks what is the destination. If you tell him, he will decide to come or not. He can simply cancel the cab or create a nuisance hat forces you to cancel. I missed my international flight due to such issue once. I said airport and he cancelled the trip at the last moment.",9/22/2017 0:00
417,Gps,Neev@92,4.8.17,3,Gps is not working properly,9/23/2017 0:00
418,Shut down their services,drmilan1984,4.8.17,1,"I started using ola services in the year 2015. I tend to travel regularly, so was using ola services on regular basis. However, since past year, the services have not only declined but have become outrageously pathetic and an open loot. In metro cities like Mumbai, the cabs are never available. And always there is a surge price. Even after surge price, the cab will be 20 min away and you would be on your nerves that the driver won't cancel. Well if you are airport, then be ready to atleadt 3 times for every rife and that too after waiting for minimum 15 min. I hope that the services gets shut down and the management goes bankrupt. That's what they deserve.",9/24/2017 0:00
419,ola car's diver canal itself,mir abu,4.8.17,1,I do not understand what the ola car's diver canal itself,9/25/2017 0:00
420,Ola Postpaid - Sudden log out,t20c,4.8.17,2,"Hi Ola, 

With a great disappointment I have to come to this platform to write it. There is no way I can raise issues regarding your product though app.  
6 months back I was logged out of my account where I had around 2300 postpaid amount due. When I logged in to my account again using the same credentials, I saw no due amount in my account. It started afresh. 

Now Ola legal team is calling me for payment of the old amount. I am getting automated voice calls also for reminders as well as the link for making the payment. 

When I am opening the link for payment, it shows my current amount due not the old one. 

Please understand I am willing to pay but product is not letting me pay. I get calls everyday and no one legal team has tried to understand my problem. There is no way I can reach out to ola through app. Please I am struggling. Help me out. 

Regards,
Taruna",9/26/2017 0:00
421,Bakvas,vishali gudala,4.8.17,1,It?s really tough to get rides and takes lot of time to get the cab. I wasted my money buying OLA pass as well,9/27/2017 0:00
422,App insufficient,RituAhuja,4.8.17,4,Half of the time ur app don?t work properly rest all fine,9/28/2017 0:00
423,Book rides problem,hamu1998,4.8.17,1,Driver not pick the ride fudda app bhanchod,9/29/2017 0:00
424,Cancellation change,"rkjain<U+0967><U+096F><U+096A><U+096C><U+096B>)),,",4.8.17,1,Driver did not reported hence no cancellation charge should be charged to me,9/30/2017 0:00
425,Double Booking,KaKa Sunil,4.8.17,5,The person with pleasant personality reported on time and did safe driving However in process of booking out-station Ola command for continue came even after Ola vehicle was booked and second booking happened without my understanding. However other driver was taking time when called by me and was far off from reporting place and didn?t start from his place in lohe gaon and his reporting time kept on increasing after I called him . In the end first registered vehicle reported and we took ride in that. Other driver was advised suitably not to report. Anyway it was 15 minutes past reporting time and he was no where near. Subsequently I requested him to cancel the trip which he might have acted and we got a message from Ola about cancellation of second vehicle which got booked without my clear understanding of issues. However anxiety was put to rest after Ola messaged cancellation. Thanks,10/1/2017 0:00
426,Takes forever,abhishekbekal,4.8.17,2,"Booking a cab here means giving an extra 30 mins. And even when you get one, it?s so erratic and has another 20 mins of waiting to it.",10/2/2017 0:00
427,Drivers keep cancelling rides,Ganesh Arnaal,4.8.17,3,The best feature of Ola was that the driver would go wherever I wanted. Now Ola drivers are not very different from black and yellow. These days it takes on an average 13-15 minutes to get a ride which used to be on an average 5-7 minutes. After waiting for 15 minutes the drivers these days regularly ask the destination and cancel the ride. This is terrible especially if one has an important appointment or a flight to catch.,10/3/2017 0:00
428,Perfect ride,rahu raaa,4.8.17,5,<U+0001F44C><U+0001F3FB><U+0001F44C><U+0001F3FB><U+0001F44C><U+0001F3FB>Driver is familiar . Treat me like my brother .very friendly behaviour .safe drive .pick up on time .clean car <U+0001F44C><U+0001F3FB><U+0001F44C><U+0001F3FB><U+263A><U+FE0F>,10/4/2017 0:00
429,Awesome,Dhiraj'zz,4.8.17,5,Join me on Ola! You'll get <U+20B9>50 off when you sign up using my code: 0BCN0K,10/5/2017 0:00
430,Drivers denying duty.,MV Sajas,4.8.17,1,No cabs when we actually need. Drivers cancel because of the long distance and demands extra money upon the fare shown in the app.,10/6/2017 0:00
431,No response from customer support service<U+0001F614>,pankajjii,4.8.17,1,Invoice sent to me included Rs.80 towards Toll charges. However driver took 110 separately for toll. No response from customer support service<U+0001F614>,10/7/2017 0:00
432,Grievance,Nivedita M,4.8.17,1,"I have been using Ola app for more than 3 years. Recently, they added a feature of Ola postpaid which is automatically activated without intimation to customer. I had to pay twice the amount of fare to driver and to Ola postpaid due to this issue. I am totally unhappy and will never use this app or Ola services again.",10/8/2017 0:00
433,Cheaters,rahulb1978,4.8.17,1,I lost my money because of security gap in your app and your support guys are not evening willing to address the issue. They closed the ticket on my face without resolving the issue. Pathetic and unprofessional behaviour.,10/9/2017 0:00
434,Unacceptable Cancellation fee,Amita Takiar,4.8.17,1,"This is completely unacceptable that your driver earlier informed me that he was coming for my pick up, he took 5-7 minutes and then he had canceled the ride without informing me. You guys charged me for that unacceptable charges rs 50 . I want this refund right now. You need to check the complete history of that ride, if you still not able to understand the problem then call me, I will explain you that how your drivers earned money from the customers.",10/10/2017 0:00
435,Better service,mk krips,4.8.17,5,Recently Ola has improved service and pricing also cheaper <U+0001F44D>,10/11/2017 0:00
436,Very bad,SiddiquiSaad,4.8.17,1,Bad service and app my account was blocked i try to contact but no one help me i was a regular customer they block my account and do not unblock i try since one year,10/12/2017 0:00
437,Pricing model s**ks,Jithendra Reddy K,4.8.17,1,Immediately changes prices based upon our search. Worst business model.,10/13/2017 0:00
438,Highly overcharged,ssdas4356,4.8.17,1,Bbsr airport to my place is around 7km and ola charges 400 . I think its better to come back to old days of auto . Ola is just exploiting customers now,10/14/2017 0:00
439,Wanted to purchase Ola select......,aryan1301,4.8.17,1,"I wanted to purchase Ola select subscription but didn?t find any option in the app on my iPhone 5s, though, I can see that option on the other iPhone and iPad which I have, I don?t understand why is this happening, this is a bug which needs to be addressed by Ola immediately!",10/15/2017 0:00
440,Worst experience,2614abhi,4.8.17,1,worst customer service ola provides and fare is also not as per ride it is high for 6 km ride. I will not prefer ola from now onwards to any of my freinds and relatives. This company just work like a theifs not for customers. Bye bue ola,10/16/2017 0:00
441,Unsecured App,Anshul1234,4.8.17,1,"App is not secured and do not consider privacy as important
While installing app I have not given any consent for accessing my contacts, nor app installation had asked, however app has access to my contacts without consent
Neither in app setting the option is coming to access contacts nor any permissions asked or taken 
Very serious issue on app accessing data , contacts, private information without information and consent",10/17/2017 0:00
442,Your Ola ride,shailu2511,4.8.17,5,Top class service offered by you. Your app is simple to use. You don?t get cheated as screen is in front of you when drive. Good drivers employ. Pick up on time. Overall you rock & no comparison with others as I experienced lot of inconvenience with others. Top class.,10/18/2017 0:00
443,The worst service..,luv479,4.8.17,1,Always betray your service. Never on time and third class pathetic service on app.. never connect to any of the driver. Tried for 5 times for booking but all in vain. It happens all the times. Whether on mid day or at night or any time of the day... The charges always shows too high for specific distance. Will never use the crap app again.,10/19/2017 0:00
444,Fraud,varunstar111,4.8.17,1,Mri car ola mai lgi thi mujse 3000 rs deposite liye yai bol k car jb hta doge wapis mil jyega aurr jb maine wapis mnga to recipt mng rhee hai aurr bol rhe hai yai to non refundable haiii dko paper mai likha hai jb esa hai to phle ku ni bolte hai yai log fraud bnate hai logo k ykin ka rule chng ho gya bolte hai ab jhut bol k paisa lete hai raipur k ola office wale,10/20/2017 0:00
445,Poor app,Kaushik Namtoar,4.8.17,1,Uber is far more better than this worthless Ola app,10/21/2017 0:00
446,Please ad support to pay via paypal!!?,shubhajayagrawal,4.8.17,4,Add support for users to pay via paypal!,10/22/2017 0:00
447,Unnecessary cancellation charges all the time,klklklkkkkkkkkkk,4.8.17,1,Always charge cancellation charges even if you cancel in 3-4 minutes or driver?s fault,10/23/2017 0:00
448,Fair jyada ho gya Ola cab,kailash jindal,4.8.17,2,Rent bahut jyada rhne lga Ola cab ka,10/24/2017 0:00
449,Worst App,vinorae,4.8.17,1,Maximum drivers are not coming to the destination where we chose.the fare shown in the app and finaly driver collecting amount is diffrent while reaching the destination worst app,10/25/2017 0:00
450,Wrost price wise,unknowns infinity,4.8.17,1,Cant explain its too bad,10/26/2017 0:00
451,Good driving,HUMPY NATH,4.8.17,5,Good driving,10/27/2017 0:00
452,Autos and Micro Cabs Never Available,Mihir Dake,4.8.17,1,Worst service currently available in India,10/28/2017 0:00
453,Cancellation,Telangana Bidda,4.8.17,1,Without any information driver canceled my ride. Harshly talking to rider.,10/29/2017 0:00
454,No value for human life,ritu lal,4.8.17,5,Ola is not bothered about what happens to their client- even when u tell them you have met with an accident-it is a sad state,10/30/2017 0:00
455,Never trust there estimated fares,dkc18,4.8.17,1,"Pls never trust their estimated fares because it wont be even closer to billed fare.. i have noticed multiple times they provide option to the drivers allowing to charge extra fares for waiting, heavy traffic or unusual delay

In case of waiting or delay by the customer if charged is understood but then why the hell they give option to charge extra for heavy traffic??? 
Is it the mistake of the customer ?? Anyways when its peak time they always run at peak rate then why the hell they have to give such an option
Worst cab service provider",10/31/2017 0:00
456,Polite and perfect Driver,Suffi Sheikh,4.8.17,5,Very good guy and follows all rule and regulations .,11/1/2017 0:00
457,Poor service,poojagupta,4.8.17,1,I have been charged without taking the ride and customer support team doesn?t even help.,11/2/2017 0:00
458,Good,Surender Rana,4.8.17,5,The cab was good n safe .only I am disappointed that I have forgot my apple mobile charger cable in the cab in the night where driver didn?t remind me for that and it is expensive one .I have called the driver in the morning and he agreed to return it but I didn?t get it yet as I am in Delhi still.Ola team kindly talk to the driver and return my cable .,11/3/2017 0:00
459,Cab,movhffrc,4.8.17,1,"Worst app ever
The fare rates are too high
How can common people afford those rates 
Think twice",11/4/2017 0:00
460,Review,MahiBanerjee,4.8.17,5,Driver was very polite and driving was good also. Very friendly behaviour. Thank you.,11/5/2017 0:00
461,Ola account blocked,shrutisharan,4.8.17,1,"My ola account has been blocked. Reasons unknown. I recharged just today. Need immediate solution, this is a blatant rip off",11/6/2017 0:00
462,Excess fare charged,rettfdff,4.8.17,1,"During my yesterday trip I was charged 150/- as parking till fees ,but no any charge was paid for /during this trip",11/7/2017 0:00
463,Bad service,C5764r3851,4.8.17,1,"Recent inflow of  drivers have made their services worse than ever as they employ anybody as drivers without taking their proper verification 
drivers driving on other drivers name has also increased dramatically 
Ola used to be better when it was less popular and paid attention on whom they employed as driver",11/8/2017 0:00
464,Ola is so messed up,Moosa27,4.8.17,1,"Ola is one of the worst cab apps ever! Today I waited almost 20 minutes for the ola to arrive, and the driver said his app is messed , and the customer support also Cudnt help, waiting for 40 minutes in total at night was such an utter waste! Say bye to ola, Uber is great even though it?s a bit costly, it?s worth ur time and everything! I?m writing this out of so frustration",11/9/2017 0:00
465,Service,meesalas,4.8.17,3,"At peak times it really painful to get cabs,on top the app gets stuck with driver cancelled trips n does nt let u book another one and the app shows looking for cabs and the only solution is to go to uber or restart app n still it won?t work. Oflate not just peak time generally also the rates are 3 times higher for the shortest of the distance god knows why.",11/10/2017 0:00
466,Shows different rate once you reach destination price changes,dr reshu,4.8.17,1,It literally doubled the price after reaching destination what it showed while booking no refunds going to delete this apps,11/11/2017 0:00
467,Most corrupt app!!,Shweta@02,4.8.17,1,"Ola is the most fraud application I have ever used. They charged me 3 times the normal distance when there was no surge pricing notification. The application doesn?t let me contact the customer care over chat or email. I would never be using OLA again. 5 stars to UBER as its more user friendly with great customer service.

I wish I could rate Ola zero.",11/12/2017 0:00
468,Worst service,dhhdhdcjkekdjfjdjeej,4.8.17,1,Why you guys have introduced cashless when Ola drivers are not okay with the scheme. I have been trying to book cab for 1.5 hrs but Ola driver calls me and asks if it?s cash or card. If it?s card/cashless they cancel it. How rude. 10 drivers did the same. This is ridiculous as it is getting delayed for us to travel office to struggle everyday like this. I would recommend Ola to get a policy signed by the drivers for cashless scheme. Or please take this feature off. And these days it?s difficult to even get a cab near by and on top drivers annoy us,11/13/2017 0:00
469,Ok,manithan,4.8.17,3,Ok,11/14/2017 0:00
470,Service,shaiksaddam,4.8.17,5,Very good service to customer,11/15/2017 0:00
471,The owner of Ola is sure to visit hell when he dies,raikhik,4.8.17,1,This is the worst app ever.. nowadays the rates are so high which is unbearable.. I booked a cab and after waiting for 20 mins the cab driver was not moving and when I canceled the ride they charged 25 rs.. the owner of this company is sure to book his slot in hell..,11/16/2017 0:00
472,Very nice driver with good behavior,nice driver with good behavour,4.8.17,5,Nice,11/17/2017 0:00
473,Cabs are never available,Esharma,4.8.17,1,Cabs are never available.,11/18/2017 0:00
474,Cost,kiru@44,4.8.17,2,The cost is increasing nowadays a lot ....,11/19/2017 0:00
475,Bad all,adhndfy,4.8.17,1,When we want to book a cab that time first it shows there are many cabs available in that area and when we clink on confirm booking then it shows no cab is available.,11/20/2017 0:00
476,OLA is Not good for our country,planner-akc,4.8.17,1,Get stuck on front page. Can?t book a cab for this,11/21/2017 0:00
477,Why is the service going down?,A M JM,4.8.17,2,"I was a fan of Ola and was proud to use the service. Of late, the service is going down badly. Does Ola not pay the drivers/cab owners?
1) The driver asks whether the payment is cash or Ola money ? on saying Ola money, refuses to come and requests to cancel the booking.
2) If the ride is a short distance, cancels the ride.
3) After speaking initially, checks the destination and then keeps the line busy or does not answer so that you cancel the booking and it shows he is not the one who cancelled the booking.
If the above continues, Ola may soon be loosing a lot of customers and be out of business.
Better put your house in order, especially for payment mode.",11/22/2017 0:00
478,Not satisfied at all,Nehu AJ,4.8.17,2,The driver quality is very bad rude harsh price are over high even after pass no offer for regular travelers like us .Very worst service it has become no available of cab most of the time,11/23/2017 0:00
479,Poor Response,boreda chandra shekar,4.8.17,2,"Poor Response from Ola Team, Even after sending complaint messages couple of times",11/24/2017 0:00
480,Worst cab services,akash199199918891,4.8.17,1,"1) prices jump by double within seconds
2) fraud attempts in Ola post paid keeps charging u for the same trip again and again
3)worst support service, will keep u on hold for 10-15 mins",11/25/2017 0:00
481,Worst service,burh@n52,4.8.17,1,If you want to go somewhere urgent this wan?t helps u,11/26/2017 0:00
