Obs,age,ed,employ,address,income,debtinc,creddebt,othdebt,default
3774,45,1,25,20,103.5,18.7,12.52,6.83,1
3775,34,4,7,8,31.2,0.89,0.02,0.26,0
3776,29,2,4,4,34.7,25.1,3.82,4.89,1
3777,22,4,0,0,20.4,8.11,0.22,1.43,1
3778,48,1,24,9,74.9,16.48,3.1,9.25,0
3779,29,1,0,2,25.4,28.74,2.53,4.77,1
3780,28,3,6,5,44.4,11.21,1.16,3.81,1
3781,23,3,0,0,56.3,8.54,2.38,2.43,1
3782,31,1,9,2,25.4,2.59,0.47,0.18,0
3783,41,1,4,5,27.4,18.61,0.32,4.78,1
3784,45,4,8,3,99.8,20.63,3.83,16.76,0
3785,36,1,4,10,27.8,26.18,1.67,5.6,0
3786,38,1,19,7,44.7,4.37,1.7,0.26,0
3787,27,1,0,4,20.7,1.32,0.14,0.13,0
3788,52,1,30,17,200.4,7.75,3.49,12.04,0
3789,41,1,11,17,43.2,3.78,0.83,0.8,0
3790,28,1,7,0,20.8,17.06,0.58,2.97,1
3791,34,1,13,8,47.1,12.08,2.41,3.28,0
3792,43,1,1,24,16.9,4.6,0.14,0.64,0
3793,50,1,3,29,39.6,19.64,2.33,5.44,0
3794,26,1,2,0,19.8,1.24,0.17,0.08,0
3795,42,2,22,9,193.3,7.17,9.85,4.01,1
3796,22,1,1,1,18.5,17.9,0.27,3.04,0
3797,48,2,4,22,20,16.18,1.67,1.57,0
3798,46,2,10,24,58.1,16.47,4.36,5.21,0
3799,41,1,4,6,24,11.98,0.93,1.94,1
3800,25,2,4,1,42.2,9.59,1.89,2.16,1
3801,31,2,12,9,24.2,12.76,1.74,1.35,0
3802,37,4,6,10,55.3,6.95,2.37,1.48,0
3803,37,2,0,12,37.3,21.16,4.81,3.08,1
3804,45,2,21,9,64.3,1.9,0.32,0.91,0
3805,43,1,25,7,111.9,25.67,7.07,21.66,0
3806,35,2,2,6,26,11.51,1.4,1.59,0
3807,35,4,12,4,73.3,5.08,2.75,0.98,0
3808,32,2,1,8,33.7,0.59,0.07,0.13,0
3809,42,1,3,14,19.6,25.52,3.71,1.29,1
3810,23,1,7,1,21.4,16.4,0.6,2.91,1
3811,24,1,5,4,21.5,4.09,0.08,0.8,0
3812,40,1,24,1,52,6.74,1.14,2.36,0
3813,25,2,7,1,20.4,1.5,0.06,0.25,0
3814,34,1,18,12,35.9,18.85,4.2,2.56,0
3815,27,1,10,5,31.5,3.42,0.09,0.99,0
3816,24,2,2,4,14.3,13.1,0.26,1.61,1
3817,35,3,9,5,34.2,6.95,1.23,1.15,0
3818,31,1,8,11,23.7,10.95,0.32,2.28,0
3819,22,4,0,3,36.2,16.56,0.98,5.01,1
3820,41,1,12,12,46.8,17.72,4.26,4.03,0
3821,28,1,3,0,20.3,7.25,0.1,1.37,1
3822,47,1,25,1,51.4,1.84,0.42,0.53,0
3823,22,1,2,3,26.7,5.04,0.44,0.9,0
3824,47,1,21,19,149.3,12.68,5.85,13.08,0
3825,26,1,9,3,41.9,4.45,0.52,1.34,0
3826,30,1,1,8,19.4,5.45,0.37,0.69,0
3827,37,1,13,8,29.7,18.01,2.8,2.55,0
3828,30,1,10,5,37.5,4.47,0.22,1.46,0
3829,27,1,6,4,25.4,20.62,3.68,1.56,1
3830,34,1,13,2,46.2,10.16,1.8,2.9,0
3831,34,4,6,14,19.2,10.71,0.17,1.89,0
3832,45,1,17,9,59.6,6.92,2.38,1.75,0
3833,42,3,17,13,54,3.93,0.52,1.6,0
3834,23,2,2,2,34.7,4.34,0.36,1.14,1
3835,34,2,15,1,42.3,20.46,3.21,5.44,1
3836,34,1,1,6,18.8,13.35,0.76,1.75,0
3837,27,1,11,8,33.9,3.19,0.43,0.65,0
3838,29,1,11,5,46.1,23.55,0.97,9.89,0
3839,37,1,2,3,28.3,15.5,1.61,2.77,1
3840,38,3,6,17,50.6,3.95,0.15,1.85,0
3841,47,3,23,1,58.9,22.37,0.74,12.44,0
3842,30,1,6,5,40.9,1.31,0.1,0.44,0
3843,29,1,6,8,24.5,5.14,0.26,1,0
3844,40,1,10,13,53.6,15.54,3.76,4.56,0
3845,29,1,8,3,25.7,16.87,0.84,3.5,1
3846,38,2,5,17,28.6,6.48,0.4,1.45,0
3847,29,1,10,5,62.7,8.88,2.77,2.8,0
3848,40,1,18,1,66.9,8.72,1.11,4.72,0
3849,28,2,6,2,43.1,9.37,0.76,3.28,0
3850,37,3,9,10,57.5,7.13,1.48,2.62,0
3851,33,1,15,0,42.1,24.6,1.65,8.71,1
3852,39,1,18,12,61.1,4.42,0.42,2.28,0
3853,32,1,8,0,34,1.5,0.13,0.38,0
3854,53,1,31,25,131.7,5.87,4.07,3.66,0
3855,22,2,1,1,14.4,5.71,0.33,0.49,1
3856,26,1,2,1,23.4,2.31,0.03,0.51,0
3857,26,1,0,0,20.4,10.84,0.29,1.93,0
3858,51,1,10,2,64.8,3.78,1.54,0.91,0
3859,43,1,18,15,76.1,11.01,4.65,3.73,0
3860,30,2,12,7,69.9,14.42,6.21,3.87,1
3861,27,2,0,3,22.6,8.26,1.12,0.75,0
3862,22,1,4,0,20.4,5.47,0.71,0.41,0
3863,36,2,0,16,17.2,9.88,0.18,1.52,0
3864,42,2,12,21,33.9,7.22,0.95,1.49,0
3865,41,1,24,5,77.3,8.07,1.29,4.95,0
3866,28,3,0,2,25.9,9.99,1.29,1.3,1
3867,46,2,5,19,65.2,8.01,1.4,3.82,0
3868,44,1,26,3,91.7,7.32,1.32,5.39,0
3869,53,1,29,15,122,12.24,5.51,9.42,0
3870,33,2,13,2,81.2,3.62,0.1,2.84,0
3871,45,2,13,15,38.4,2.3,0.14,0.75,0
3872,27,1,6,7,18.7,4.36,0.34,0.47,0
3873,39,2,1,13,23.9,15.86,0.38,3.41,1
3874,29,2,9,4,37.2,5.56,0.59,1.47,1
3875,31,2,9,8,60,13.66,5.04,3.16,1
3876,43,1,17,3,74.8,6.9,2.17,2.99,0
3877,31,2,6,8,47.2,6.64,1.91,1.22,1
3878,33,2,10,2,110.4,13.98,7.38,8.06,1
3879,37,1,10,10,35.9,17.97,1.9,4.55,0
3880,48,3,23,2,73.5,1.84,0.7,0.65,0
3881,29,1,5,7,19.2,23.45,2.46,2.04,1
3882,46,2,27,23,144.8,20.83,13.81,16.35,0
3883,39,1,20,7,46.2,7.21,0.65,2.68,0
3884,24,3,2,3,25.5,15.73,1.33,2.68,0
3885,50,2,19,6,121.6,8.79,5.71,4.98,0
3886,52,1,13,14,60.5,11.15,3.33,3.42,0
3887,31,1,7,0,26.2,12.43,0.57,2.69,0
3888,38,2,2,13,46.8,14.54,2.74,4.07,0
3889,40,3,9,11,48.9,8.67,0.68,3.56,0
3890,32,2,10,5,31.9,6.11,0.29,1.66,0
3891,29,4,3,6,34.3,15.33,2.36,2.9,1
3892,33,2,4,9,26.2,8.59,1.09,1.16,0
3893,40,5,9,12,72.5,2.34,0.52,1.18,0
3894,36,2,7,17,28.6,2.07,0.11,0.48,0
3895,50,1,25,12,135.3,8.89,6.69,5.34,0
3896,43,1,17,24,44.3,2.7,0.78,0.42,0
3897,24,1,0,1,12.9,8.42,0.37,0.72,0
3898,32,2,0,2,27.7,11.52,0.63,2.56,0
3899,38,1,17,11,73.3,28.6,8.34,12.62,1
3900,51,3,20,9,145.6,5.46,1.43,6.52,0
3901,29,1,2,3,16.5,28.43,2.49,2.2,1
3902,46,1,1,23,21.8,7.64,1.23,0.43,0
3903,27,4,1,3,23.1,17.9,2.47,1.66,1
3904,25,1,3,3,16.4,17.15,0.43,2.38,0
3905,48,1,9,11,54,9.19,0.8,4.16,1
3906,28,2,0,6,21.8,7.56,0.69,0.96,0
3907,42,1,20,1,157.5,17.37,2.33,25.03,0
3908,32,1,2,11,22.3,4.36,0.27,0.7,0
3909,44,1,14,4,40.6,2.07,0.3,0.54,0
3910,24,1,0,5,14.9,3.47,0.11,0.4,0
3911,37,1,6,14,33.3,3.04,0.62,0.39,0
3912,34,2,14,5,61.6,12.17,2.21,5.29,0
3913,31,4,8,7,90.4,6.92,3.95,2.31,1
3914,31,1,8,7,19.8,5.51,0.41,0.68,0
3915,49,2,29,1,94.7,8.42,1.6,6.37,0
3916,29,1,13,0,46.7,13.8,0.66,5.79,0
3917,22,2,2,1,29,3.16,0.17,0.75,0
3918,39,3,10,10,32.7,11.45,1.37,2.37,0
3919,45,1,9,7,46.1,11.46,3.36,1.92,0
3920,31,2,12,3,58.8,8.42,1.84,3.11,0
3921,32,2,8,13,41.2,6.01,1.46,1.01,0
3922,53,1,20,0,73.4,32.92,3.31,20.85,1
3923,51,3,18,28,79.4,3.35,1.51,1.15,0
3924,36,1,19,13,35.9,17.8,3.05,3.34,0
3925,30,1,4,4,26.5,1.24,0.06,0.27,0
3926,34,2,14,9,109,10.59,3.24,8.3,0
3927,41,3,16,13,22.5,5.53,0.55,0.7,0
3928,31,4,5,11,28.4,18.68,1.67,3.64,0
3929,31,2,3,10,30.4,13.74,1.82,2.36,0
3930,38,1,7,5,22.6,3.28,0.17,0.57,0
3931,45,2,20,16,117.4,7.24,2.15,6.35,0
3932,36,1,17,4,83.1,19.81,4.53,11.94,0
3933,26,2,7,3,24.7,0.41,0.04,0.07,0
3934,48,1,8,26,35.1,4.3,0.51,1,0
3935,39,2,14,11,96.9,7.67,1.85,5.58,0
3936,23,3,0,3,22.5,29.9,1.31,5.42,1
3937,41,1,11,22,34,2.1,0.04,0.67,0
3938,41,1,15,8,41.5,12.83,1.98,3.34,0
3939,45,1,23,1,142.1,13.6,1.91,17.41,0
3940,39,3,7,16,21.6,7.68,0.67,0.99,0
3941,40,2,20,1,140.1,13.52,7.73,11.21,0
3942,28,4,0,2,17.2,9.13,0.38,1.19,0
3943,40,2,20,9,140.6,10.84,2.44,12.8,0
3944,39,1,13,12,51.8,22.16,2.11,9.37,1
3945,40,3,16,16,87.7,17.46,1.67,13.64,0
3946,46,3,8,0,42.8,3.75,0.85,0.75,0
3947,37,1,12,16,106.6,9.76,2.82,7.58,0
3948,32,2,11,13,36.7,8.41,1.27,1.81,0
3949,33,1,0,7,18.8,12.17,1,1.29,1
3950,31,2,6,8,25.9,12.09,0.71,2.42,0
3951,37,1,5,17,36.1,5.52,0.31,1.68,0
3952,36,2,2,2,44.9,4.98,0.75,1.49,0
3953,25,3,3,0,30.4,18.02,3.33,2.15,1
3954,47,1,24,5,50.4,11.83,2.79,3.17,0
3955,31,1,13,3,39.2,7.16,0.63,2.18,0
3956,35,1,5,5,25.8,15.68,2.95,1.09,1
3957,25,4,1,2,39.8,8.89,1.05,2.49,0
3958,41,1,10,7,31,29.2,3.2,5.85,1
3959,53,2,32,24,393,7.11,15.03,12.91,0
3960,36,2,8,16,74.9,12.43,1.02,8.29,0
3961,27,1,7,3,22.9,1.29,0.06,0.24,0
3962,38,1,9,5,39.9,15.25,2.94,3.15,0
3963,33,1,9,11,35.3,15.02,2.07,3.23,0
3964,29,1,0,2,20.3,14.39,0.34,2.59,0
3965,47,1,19,6,78.6,8.59,1.36,5.39,0
3966,33,1,7,11,28.1,3.1,0.36,0.51,0
3967,32,4,4,0,48.9,13.52,0.81,5.8,0
3968,49,2,5,0,64,22.55,10.67,3.77,1
3969,42,4,1,7,28,14.47,1.69,2.36,0
3970,33,1,10,1,17.5,4.86,0.11,0.75,0
3971,38,3,4,16,36.5,11.56,0.96,3.26,0
3972,41,4,15,8,117.2,14.79,5.89,11.44,0
3973,44,1,8,3,19.9,8.39,0.5,1.17,0
3974,43,2,4,21,38.3,11.35,0.52,3.83,0
3975,49,3,5,27,54.7,6.59,1.81,1.8,0
3976,29,1,0,5,16.5,19.57,1.35,1.88,0
3977,33,1,8,3,37.2,8.08,0.76,2.24,0
3978,43,1,17,22,38.8,12.12,1.11,3.6,0
3979,43,1,0,9,24.9,3.13,0.15,0.63,0
3980,40,3,0,15,60.3,13.45,3.07,5.04,1
3981,33,2,8,3,64.9,11.16,1.85,5.4,0
3982,32,2,8,3,46.8,3.49,0.2,1.43,0
3983,53,2,10,21,72.5,11.86,1.3,7.3,0
3984,34,1,0,10,23.3,11.85,0.32,2.44,0
3985,39,1,6,6,29.2,1.67,0.17,0.32,0
3986,37,1,1,5,21,4.04,0.28,0.56,1
3987,52,1,34,32,160.9,10.78,5.76,11.59,0
3988,32,1,10,12,28.6,3.85,0.52,0.58,0
3989,32,1,2,5,27.8,10.87,0.49,2.54,0
3990,41,4,12,0,24.7,10.92,1.48,1.21,0
3991,45,3,20,12,127.4,9,1.8,9.67,0
3992,48,1,29,20,141.4,10.39,2.94,11.75,0
3993,22,2,0,1,28.9,11.26,0.62,2.63,1
3994,30,3,7,4,21.5,10.92,1.51,0.84,1
3995,36,3,6,7,25.8,8.41,1.26,0.91,0
3996,32,4,0,13,51.7,6.94,0.6,2.99,1
3997,48,2,21,1,92.3,17.65,3.65,12.64,0
3998,27,4,0,4,86.1,4.95,0.86,3.4,1
3999,44,4,11,21,180.1,0.99,0.47,1.31,0
4000,26,3,2,1,56.6,17.34,1.32,8.49,1
4001,42,1,0,3,22.4,3.63,0.26,0.56,0
4002,33,1,4,4,19,7.44,0.8,0.61,1
4003,34,1,4,13,40.8,15.04,0.39,5.74,0
4004,32,5,4,4,35.3,5.19,0.12,1.72,1
4005,34,2,7,1,39.9,15.3,1.97,4.14,1
4006,43,1,6,21,30.1,4.21,0.55,0.72,0
4007,33,1,1,4,27.4,6.36,0.91,0.84,1
4008,39,1,7,8,33.7,14.29,1.76,3.05,0
4009,48,2,25,16,334.9,6.56,17.82,4.15,1
4010,24,2,0,0,29,7.17,0.61,1.47,0
4011,48,4,8,28,45.7,13.71,1.9,4.37,0
4012,38,2,4,3,19.5,7.25,0.18,1.24,0
4013,32,1,6,9,25.1,8.14,1.18,0.86,0
4014,36,1,6,5,34.4,8.03,1.47,1.29,1
4015,24,2,2,0,16.2,18.72,1.72,1.31,1
4016,36,2,9,11,60,14.84,5.19,3.71,0
4017,25,1,9,1,45.1,8.47,1.37,2.45,0
4018,38,1,7,17,43,14.81,1.16,5.21,0
4019,26,1,8,0,26,6.17,0.14,1.47,0
4020,24,1,6,2,26,22.74,1.83,4.08,0
4021,39,2,3,14,35,12.88,2.22,2.29,1
4022,31,1,12,1,31.8,4.19,0.75,0.58,0
4023,32,2,11,0,40.9,2.04,0.45,0.38,0
4024,38,1,11,9,66.2,7.03,0.39,4.26,0
4025,48,1,2,10,42.4,19.89,4.1,4.33,1
4026,42,1,17,3,88.8,11.47,3.17,7.02,0
4027,36,1,11,7,33.5,8.77,1.34,1.6,0
4028,38,2,2,7,61.7,1.14,0.16,0.55,0
4029,39,2,17,11,40.5,9.83,1.65,2.33,0
4030,29,1,1,1,22.9,1.01,0.08,0.15,0
4031,27,2,3,4,25.8,9.04,1.9,0.43,0
4032,42,3,5,22,31.9,13.63,1.3,3.05,0
4033,39,2,8,0,25.8,20.82,2.67,2.7,1
4034,42,1,2,3,22.6,7.35,0.9,0.77,1
4035,26,2,0,0,14.1,15.99,1.11,1.15,1
4036,44,2,20,22,91.1,6.19,2.58,3.06,0
4037,28,1,12,5,26.3,3.72,0.62,0.36,0
4038,31,3,8,1,21.8,7.9,0.95,0.77,0
4039,41,3,7,9,71,20.5,6.16,8.4,1
4040,34,1,8,15,32.6,7.06,0.13,2.17,0
4041,27,2,9,2,38.7,4.95,1.4,0.51,0
4042,45,1,23,3,69.1,8.14,1.41,4.22,0
4043,45,3,22,6,116.5,4.67,1.04,4.4,0
4044,44,4,19,9,54.5,7.19,1.32,2.6,0
4045,37,1,0,12,17.4,9.66,0.23,1.45,0
4046,40,1,23,2,57.6,2.88,0.36,1.3,0
4047,31,1,8,3,35.7,9.54,0.48,2.93,0
4048,49,1,27,21,105,13.44,0.45,13.66,0
4049,35,1,4,8,19.1,2.91,0.43,0.13,0
4050,30,2,10,7,38.8,3.49,0.1,1.26,0
4051,35,3,13,6,48.3,6.82,1.37,1.93,0
4052,28,1,9,2,31.1,13.68,0.91,3.35,0
4053,22,2,1,3,13.8,6.53,0.14,0.76,1
4054,27,1,9,8,16.4,7.95,0.72,0.58,0
4055,39,1,10,12,29.4,4.33,0.24,1.03,0
4056,44,1,5,16,33.1,14.43,0.65,4.13,0
4057,28,1,11,4,26.1,16.6,0.88,3.45,1
4058,22,1,6,1,19.6,9.53,0.12,1.75,0
4059,35,1,6,1,28.7,8.25,0.49,1.88,0
4060,32,1,0,7,18,7.82,0.86,0.55,0
4061,29,1,2,7,28.1,10.26,0.97,1.92,0
4062,36,2,17,15,78,6.36,2.94,2.02,0
4063,27,1,6,7,32.8,22.3,2.16,5.16,0
4064,27,5,1,7,32.3,7.58,1.49,0.96,0
4065,22,4,0,1,22.9,12.34,1.27,1.55,0
4066,55,1,34,27,170.5,18.48,2.27,29.24,0
4067,29,1,10,8,30.3,4.4,0.82,0.51,0
4068,39,1,9,8,51.3,5.84,0.37,2.63,0
4069,39,1,14,2,30.4,5.08,0.78,0.76,0
4070,46,3,10,22,88.4,4.46,1.4,2.55,0
4071,31,1,6,8,20.3,1.33,0.1,0.17,0
4072,40,2,6,5,33,13.85,0.91,3.66,1
4073,35,2,13,8,39.7,4.87,1.1,0.83,0
4074,26,1,3,6,17.8,22.19,0.69,3.26,1
4075,44,1,14,12,56.5,3.11,0.37,1.38,0
4076,38,2,9,18,76.8,15.67,7.11,4.92,1
4077,38,1,5,2,40.8,21.8,1.97,6.93,1
4078,30,2,11,3,38.9,22.33,0.55,8.14,1
4079,23,1,5,4,23.7,20.76,1.39,3.53,1
4080,33,1,17,12,28.2,4.99,0.04,1.37,0
4081,49,1,6,13,32,6.54,0.18,1.91,0
4082,33,1,12,3,55.6,12.83,1.03,6.11,0
4083,22,1,2,3,16.2,15.2,0.87,1.59,1
4084,30,1,1,1,18.9,1.08,0.08,0.12,0
4085,20,2,1,1,18.3,15.31,0.33,2.47,1
4086,32,2,7,12,16.6,7.57,0.64,0.61,0
4087,28,1,4,5,24.2,11.59,0.77,2.04,1
4088,21,1,5,0,17.4,8.52,0.42,1.06,0
4089,24,2,3,1,32.3,4.72,0.54,0.98,0
4090,37,2,0,16,32.3,13.8,2.13,2.33,1
4091,56,1,31,21,154.5,17.54,17.32,9.78,1
4092,39,1,4,17,23.9,9.9,0.85,1.51,0
4093,25,1,3,5,29.7,12.09,0.29,3.3,0
4094,39,2,4,0,37.5,2.81,0.38,0.68,0
4095,33,2,11,6,77.6,4.35,1.88,1.5,0
4096,37,1,16,17,46.6,13.68,1.41,4.97,0
4097,39,1,3,18,29.8,5.65,0.41,1.27,1
4098,28,1,0,0,15.5,7.72,0.31,0.88,0
4099,36,1,7,12,35.6,2.97,0.26,0.8,0
4100,37,1,19,10,78.9,5.01,0.84,3.11,0
4101,29,1,11,7,44,12.83,3.18,2.47,0
4102,36,2,2,8,33,16.4,3.2,2.21,1
4103,34,2,3,3,25.3,9.97,0.62,1.91,0
4104,47,3,13,1,66.4,5.11,1.92,1.47,0
4105,23,2,4,1,26.4,14.76,1.17,2.73,1
4106,27,2,6,0,39.1,5.25,0.56,1.49,0
4107,30,1,5,7,20.3,17.1,0.11,3.36,0
4108,28,1,9,3,25.2,3.54,0.2,0.69,0
4109,41,1,23,3,113.5,9.51,3.72,7.07,0
4110,44,2,20,12,80.7,20.01,3.41,12.74,0
4111,36,2,10,13,29.1,5.38,0.71,0.86,0
4112,36,1,19,10,43.1,2.23,0.45,0.51,0
4113,41,3,8,18,42.8,2.54,0.28,0.81,1
4114,26,1,5,3,19.9,9.08,0.96,0.85,0
4115,21,1,2,2,31.3,10.47,0.79,2.49,0
4116,50,1,24,4,96.2,1.35,0.11,1.19,0
4117,32,1,7,8,21.8,13.8,1,2,0
4118,47,1,10,9,48.3,18.2,3.51,5.28,0
4119,34,3,9,0,45.9,6.31,0.45,2.45,0
4120,29,1,7,6,23.3,9.64,1.11,1.14,1
4121,28,1,1,4,24.8,29.47,2.01,5.3,0
4122,41,2,22,19,168.7,5.1,6.21,2.39,0
4123,30,1,8,2,28.4,21.66,2.39,3.76,1
4124,34,2,11,7,37.7,3.69,0.58,0.81,0
4125,53,1,31,15,175.4,16.22,8.68,19.77,0
4126,32,2,1,1,21.5,5.82,0.25,1,0
4127,39,2,8,19,29.6,8.78,0.68,1.92,0
4128,44,2,10,17,47.7,8.15,1.33,2.56,0
4129,33,1,6,2,27.3,5.31,0.66,0.79,0
4130,34,4,7,5,36.1,12.16,1.28,3.11,0
4131,51,1,10,30,30.2,3.45,0.27,0.77,0
4132,46,2,0,21,27,30.01,6.5,1.6,1
4133,42,2,20,10,128.3,6.89,3.88,4.96,0
4134,21,1,0,0,17.5,4.89,0.24,0.62,1
4135,50,2,5,8,34.8,16.43,2.82,2.9,0
4136,33,1,14,10,42,11.56,0.87,3.99,0
4137,30,1,12,6,31.5,18.47,2.9,2.91,1
4138,28,1,9,5,21.5,3.22,0.22,0.47,0
4139,21,1,5,1,26.2,4.27,0.64,0.48,1
4140,33,3,7,10,46.6,16.41,1.93,5.71,0
4141,39,2,4,15,27.8,12.63,0.68,2.83,0
4142,26,1,5,6,20.4,3.67,0.24,0.51,1
4143,39,2,14,1,81.2,8.52,1.79,5.13,0
4144,39,2,4,11,33.4,2.13,0.54,0.17,0
4145,33,2,15,4,61.9,12.94,2.73,5.28,0
4146,29,1,11,9,29.6,0.37,0.05,0.06,0
4147,46,2,13,25,67.7,14.49,5.92,3.89,0
4148,31,1,10,9,26.2,8.18,0.95,1.2,0
4149,38,3,6,12,96.9,13.99,0.95,12.61,1
4150,30,1,0,2,19,25.22,1.51,3.28,1
4151,41,2,4,6,37.9,3.93,0.84,0.65,0
4152,35,4,4,4,31.2,2.4,0.25,0.5,0
4153,35,3,11,3,62.1,6.82,1.19,3.05,0
4154,55,1,26,27,159.3,10.61,0.71,16.19,0
4155,43,1,25,20,119.9,13.8,4.17,12.38,0
4156,42,2,0,22,21.7,13.98,1.03,2.01,0
4157,24,2,2,4,32.4,10.36,1.01,2.34,0
4158,26,3,3,2,23.5,5.51,0.2,1.09,0
4159,40,2,6,15,24.5,3.47,0.12,0.73,0
4160,26,2,2,1,24.7,8.75,0.12,2.04,0
4161,25,1,8,2,34.5,5.29,0.73,1.09,1
4162,35,1,8,13,28.7,32.85,6.35,3.07,1
4163,35,1,11,12,27.5,6.8,0.61,1.26,0
4164,44,2,21,5,135.9,4.53,2.19,3.96,0
4165,37,2,1,17,25.5,4.19,0.53,0.54,0
4166,24,2,5,5,31.2,9.47,1.37,1.58,0
4167,43,1,6,20,34,3.66,0.53,0.71,0
4168,32,1,6,4,37.6,6.62,0.63,1.85,0
4169,29,2,9,1,60.1,8.5,2.26,2.85,1
4170,42,1,9,21,21.1,3.55,0.36,0.39,0
4171,39,3,0,9,25.1,11.45,1.09,1.78,0
4172,24,1,3,4,25.1,2.13,0.11,0.42,1
4173,27,1,4,3,20.6,20.16,0.79,3.36,0
4174,26,1,8,4,29,15.5,0.45,4.04,0
4175,25,1,1,5,18.8,12.3,1.22,1.1,1
4176,31,1,9,7,24.7,33.78,6.48,1.86,1
4177,48,2,27,1,147.5,8.67,6.34,6.45,0
4178,38,1,15,1,41.5,3.68,1.01,0.51,0
4179,33,2,10,4,37.3,24.29,3.99,5.07,1
4180,42,1,19,23,50,3.17,0.46,1.12,0
4181,36,2,16,6,101.5,6.33,3.25,3.17,0
4182,21,2,2,0,21.8,9.35,1.01,1.03,0
4183,34,1,10,9,56,8.82,0.94,4,0
4184,35,1,2,10,21.9,6.43,0.62,0.79,0
4185,40,2,14,1,50.7,9.19,3.65,1.01,0
4186,41,2,17,20,50.1,0.85,0.13,0.3,0
4187,32,2,10,1,46.5,8,1.27,2.45,0
4188,41,2,19,11,72.6,15.91,5.29,6.26,0
4189,38,1,4,13,23.6,0.9,0.1,0.11,0
4190,45,1,1,2,32.7,13.23,0.1,4.23,0
4191,41,2,15,12,83.8,1.26,0.48,0.57,0
4192,34,2,15,11,40.5,10.25,1.95,2.2,0
4193,32,1,9,1,30.8,3.14,0.15,0.82,0
4194,41,2,21,13,81.2,3.81,0.95,2.14,0
4195,33,1,8,4,44.2,2.2,0.26,0.71,0
4196,25,2,4,6,29.9,3.18,0.43,0.52,1
4197,31,1,8,2,32.2,14.07,1.1,3.43,0
4198,29,2,1,8,23.5,5.44,0.16,1.12,0
4199,39,1,17,6,45.2,1.4,0.33,0.3,0
4200,34,4,8,15,19.4,13.89,0.65,2.05,0
4201,34,1,6,12,25,16.69,2.09,2.08,0
4202,30,2,7,6,50.6,1.9,0.66,0.3,0
4203,53,3,27,32,414.2,5.9,10.63,13.81,0
4204,52,1,10,28,29.5,19.81,3.57,2.27,0
4205,24,1,4,3,15.7,1.34,0.1,0.11,0
4206,39,1,8,18,25.4,10.5,0.9,1.77,0
4207,52,2,0,20,22.3,23.54,2.43,2.82,1
4208,39,2,1,5,48.8,18.43,0.67,8.32,1
4209,37,1,7,17,58.7,16.81,3.12,6.75,0
4210,28,2,2,3,16.3,5,0.29,0.52,1
4211,32,1,6,13,17.7,10.47,0.67,1.19,0
4212,34,4,3,11,24.4,1.55,0.21,0.17,0
4213,29,2,0,9,27.6,14.47,2.55,1.44,0
4214,39,1,22,14,64.2,15.4,3.39,6.5,0
4215,23,3,0,2,23.5,4.65,0.3,0.79,1
4216,40,1,2,2,26.4,13.51,1.13,2.43,1
4217,48,1,12,14,24.3,8.47,0.32,1.74,0
4218,29,2,2,8,26.8,9.77,1.72,0.9,0
4219,43,1,2,14,32.2,10.43,1.57,1.79,0
4220,49,2,12,2,107.6,5.55,1.77,4.2,0
4221,27,2,9,8,30.8,4.56,0.32,1.08,0
4222,33,1,7,5,27.8,3.52,0.71,0.27,0
4223,27,2,9,4,29.8,5.94,0.25,1.52,0
4224,40,4,10,9,53.2,15.13,0.15,7.9,0
4225,31,1,5,11,23.4,22.93,1.94,3.43,1
4226,35,1,16,2,34.7,8.03,1.4,1.38,0
4227,37,3,0,2,57.4,2.83,0.4,1.23,1
4228,35,2,0,1,35.2,4.06,0.53,0.9,0
4229,29,2,7,1,24.5,10.89,0.78,1.88,0
4230,56,4,5,8,96.4,1.62,0.86,0.7,0
4231,43,2,2,18,24.7,1.57,0.05,0.34,0
4232,30,1,5,9,45.2,17.91,3.97,4.13,1
4233,31,1,6,4,43,6.15,1.05,1.6,1
4234,49,1,5,1,30.9,6.59,0.93,1.11,1
4235,42,1,1,21,23,5.63,0.51,0.79,0
4236,30,2,8,1,28.4,15.51,2.52,1.88,1
4237,55,1,20,35,55.8,8.28,1.06,3.56,0
4238,47,1,30,17,204.7,6.03,2.06,10.28,0
4239,37,1,5,17,18.7,35.76,4.92,1.77,1
4240,30,1,8,10,38.1,23.81,3.02,6.05,0
4241,29,2,0,1,21.1,8.28,0.31,1.43,1
4242,44,4,3,8,21.5,21.14,2.7,1.84,1
4243,28,2,3,7,22.4,12.43,0.87,1.92,0
4244,44,2,1,15,50.8,16.88,2.62,5.95,1
4245,34,1,4,11,21.7,21.76,2.19,2.53,0
4246,41,1,10,10,39.1,23.02,2.11,6.89,0
4247,43,2,14,7,36.3,6.57,0.63,1.76,0
4248,49,1,18,3,68,25.66,6.07,11.38,0
4249,29,1,4,8,21.9,12.93,1.5,1.33,1
4250,47,3,17,24,154.3,13.25,6.66,13.78,1
4251,33,1,16,4,36.7,23.76,0.79,7.93,0
4252,41,4,17,0,21.4,11.87,1.74,0.8,0
4253,28,2,7,2,30,11.39,0.53,2.88,0
4254,43,3,1,14,33.2,6.93,0.85,1.45,0
4255,49,1,28,28,78.3,4.39,1.22,2.22,0
4256,38,1,21,4,48.6,7.91,1.02,2.83,0
4257,26,1,2,6,21.6,3.31,0.11,0.6,0
4258,28,1,11,7,28.3,7.3,0.97,1.09,0
